,value,timestamp
0,14.6265,1595323800
1,14.6519,1595327400
2,14.6423,1595331000
3,14.6196,1595334600
4,14.6106,1595338200
5,14.685,1595341800
6,14.7401,1595345400
7,14.7474,1595349000
8,14.7548,1595352600
9,14.6235,1595356200
10,14.200999999999999,1595359800
11,14.2275,1595363400
12,14.2569,1595367000
13,14.3115,1595370600
14,14.3875,1595374200
15,14.3923,1595377800
16,14.3547,1595381400
17,14.3572,1595385000
18,14.3647,1595388600
19,14.4389,1595392200
20,14.544,1595395800
21,14.5669,1595399400
22,14.5251,1595403000
23,14.5056,1595406600
24,14.5396,1595410200
25,14.6134,1595413800
26,14.6614,1595417400
27,14.663,1595421000
28,14.6398,1595424600
29,14.6521,1595428200
30,14.6696,1595431800
31,14.7434,1595435400
32,14.8158,1595439000
33,14.6691,1595442600
34,14.276,1595446200
35,14.2913,1595449800
36,14.2908,1595453400
37,14.2955,1595457000
38,14.3321,1595460600
39,14.3953,1595464200
40,14.411,1595467800
41,14.4377,1595471400
42,14.4229,1595475000
43,14.4516,1595478600
44,14.4925,1595482200
45,14.5236,1595485800
46,14.5752,1595489400
47,14.5929,1595493000
48,14.5963,1595496600
49,14.600999999999999,1595500200
50,14.6225,1595503800
51,14.6514,1595507400
52,14.6616,1595511000
53,14.6902,1595514600
54,14.6878,1595518200
55,14.6861,1595521800
56,14.748,1595525400
57,14.6436,1595529000
58,14.3136,1595532600
59,14.3512,1595536200
60,14.3475,1595539800
61,14.3381,1595543400
62,14.3589,1595547000
63,14.3858,1595550600
64,14.3656,1595554200
65,14.4009,1595557800
66,14.4701,1595561400
67,14.5039,1595565000
68,14.5292,1595568600
69,14.5409,1595572200
70,14.5656,1595575800
71,14.6267,1595579400
72,14.6749,1595583000
73,14.6249,1595586600
74,14.6067,1595590200
75,14.6487,1595593800
76,14.6728,1595597400
77,14.78,1595601000
78,14.8099,1595604600
79,14.7602,1595608200
80,14.7581,1595611800
81,14.6134,1595615400
82,14.2663,1595619000
83,14.3426,1595622600
84,14.3855,1595626200
85,14.4052,1595629800
86,14.4553,1595633400
87,14.4124,1595637000
88,14.3625,1595640600
89,14.4089,1595644200
90,14.472999999999999,1595647800
91,14.5534,1595651400
92,14.6069,1595655000
93,14.6021,1595658600
94,14.5801,1595662200
95,14.583,1595665800
96,14.6312,1595669400
97,14.6777,1595673000
98,14.7071,1595676600
99,14.6846,1595680200
100,14.6662,1595683800
101,14.7423,1595687400
102,14.7308,1595691000
103,14.755999999999998,1595694600
104,14.7942,1595698200
105,14.6693,1595701800
106,14.2921,1595705400
107,14.3555,1595709000
108,14.3447,1595712600
109,14.344000000000001,1595716200
110,14.4076,1595719800
111,14.4128,1595723400
112,14.3927,1595727000
113,14.4258,1595730600
114,14.4652,1595734200
115,14.4604,1595737800
116,14.5266,1595741400
117,14.5492,1595745000
118,14.5647,1595748600
119,14.5722,1595752200
120,14.5875,1595755800
121,14.6056,1595759400
122,14.620999999999999,1595763000
123,14.6664,1595766600
124,14.6769,1595770200
125,14.7207,1595773800
126,14.7216,1595777400
127,14.6637,1595781000
128,14.6972,1595784600
129,14.6325,1595788200
130,14.2659,1595791800
131,14.324000000000002,1595795400
132,14.3215,1595799000
133,14.32,1595802600
134,14.3197,1595806200
135,14.3183,1595809800
136,14.3486,1595813400
137,14.4027,1595817000
138,14.4412,1595820600
139,14.448,1595824200
140,14.4859,1595827800
141,14.4838,1595831400
142,14.5554,1595835000
143,14.5912,1595838600
144,14.5747,1595842200
145,14.5933,1595845800
146,14.579,1595849400
147,14.6229,1595853000
148,14.6756,1595856600
149,14.7047,1595860200
150,14.7115,1595863800
151,14.6899,1595867400
152,14.6823,1595871000
153,14.5963,1595874600
154,14.2696,1595878200
155,14.323,1595881800
156,14.3228,1595885400
157,14.337,1595889000
158,14.3643,1595892600
159,14.3517,1595896200
