,value,timestamp
0,729738.0,1595323800
1,730807.0,1595327400
2,736070.0,1595331000
3,739391.0,1595334600
4,739863.0,1595338200
5,738645.0,1595341800
6,737352.0,1595345400
7,734683.0,1595349000
8,730009.0,1595352600
9,724700.0,1595356200
10,719520.0,1595359800
11,715813.0,1595363400
12,714905.0,1595367000
13,712559.0,1595370600
14,714916.0,1595374200
15,717216.0,1595377800
16,729815.0,1595381400
17,732110.0,1595385000
18,725681.0,1595388600
19,725305.0,1595392200
20,730113.0,1595395800
21,735447.0,1595399400
22,735518.0,1595403000
23,733977.0,1595406600
24,734837.0,1595410200
25,737037.0,1595413800
26,742118.0,1595417400
27,745869.0,1595421000
28,745204.0,1595424600
29,744898.0,1595428200
30,743652.0,1595431800
31,741447.0,1595435400
32,738163.0,1595439000
33,734422.0,1595442600
34,727942.0,1595446200
35,724935.0,1595449800
36,722588.0,1595453400
37,721295.0,1595457000
38,722371.0,1595460600
39,723856.0,1595464200
40,731250.0,1595467800
41,736719.0,1595471400
42,749917.0,1595475000
43,760379.0,1595478600
44,769838.0,1595482200
45,775315.0,1595485800
46,779141.0,1595489400
47,781484.0,1595493000
48,781791.0,1595496600
49,781460.0,1595500200
50,780600.0,1595503800
51,778180.0,1595507400
52,775016.0,1595511000
53,770491.0,1595514600
54,766800.0,1595518200
55,761197.0,1595521800
56,757151.0,1595525400
57,751750.0,1595529000
58,747097.0,1595532600
59,743296.0,1595536200
60,740688.0,1595539800
61,739475.0,1595543400
62,740455.0,1595547000
63,741579.0,1595550600
64,748371.0,1595554200
65,754280.0,1595557800
66,766858.0,1595561400
67,778203.0,1595565000
68,788036.0,1595568600
69,792744.0,1595572200
70,795671.0,1595575800
71,798290.0,1595579400
72,798939.0,1595583000
73,797402.0,1595586600
74,794468.0,1595590200
75,790436.0,1595593800
76,785466.0,1595597400
77,780475.0,1595601000
78,774251.0,1595604600
79,769146.0,1595608200
80,763038.0,1595611800
81,757529.0,1595615400
82,752428.0,1595619000
83,748202.0,1595622600
84,746351.0,1595626200
85,744107.0,1595629800
86,744758.0,1595633400
87,746385.0,1595637000
88,751036.0,1595640600
89,755403.0,1595644200
90,767149.0,1595647800
91,776617.0,1595651400
92,785959.0,1595655000
93,789414.0,1595658600
94,793186.0,1595662200
95,794141.0,1595665800
96,794266.0,1595669400
97,793307.0,1595673000
98,792418.0,1595676600
99,788785.0,1595680200
100,784613.0,1595683800
101,780348.0,1595687400
102,774857.0,1595691000
103,768731.0,1595694600
104,763469.0,1595698200
105,757682.0,1595701800
106,752459.0,1595705400
107,748919.0,1595709000
108,746779.0,1595712600
109,744992.0,1595716200
110,745346.0,1595719800
111,746307.0,1595723400
112,748991.0,1595727000
113,753931.0,1595730600
114,765516.0,1595734200
115,775238.0,1595737800
116,785005.0,1595741400
117,789361.0,1595745000
118,791488.0,1595748600
119,793817.0,1595752200
120,793682.0,1595755800
121,791257.0,1595759400
122,787319.0,1595763000
123,783874.0,1595766600
124,779134.0,1595770200
125,774619.0,1595773800
126,769406.0,1595777400
127,763428.0,1595781000
128,758537.0,1595784600
129,752483.0,1595788200
130,747819.0,1595791800
131,744924.0,1595795400
132,742526.0,1595799000
133,741282.0,1595802600
134,742519.0,1595806200
135,746020.0,1595809800
136,758926.0,1595813400
137,761871.0,1595817000
138,755028.0,1595820600
139,753847.0,1595824200
140,758015.0,1595827800
141,763486.0,1595831400
142,765076.0,1595835000
143,763209.0,1595838600
144,764005.0,1595842200
145,765149.0,1595845800
146,771404.0,1595849400
147,773041.0,1595853000
148,773557.0,1595856600
149,774134.0,1595860200
150,772201.0,1595863800
151,768717.0,1595867400
152,761658.0,1595871000
153,758634.0,1595874600
154,753015.0,1595878200
155,749965.0,1595881800
156,748173.0,1595885400
157,746250.0,1595889000
158,748526.0,1595892600
159,751939.0,1595896200
160,764996.0,1595899800
161,767643.0,1595903400
162,762284.0,1595907000
163,760381.0,1595910600
164,765225.0,1595914200
165,770292.0,1595917800
166,771245.0,1595921400
167,768809.0,1595925000
168,770057.0,1595928600
169,770646.0,1595932200
170,776314.0,1595935800
171,778862.0,1595939400
172,779407.0,1595943000
173,778812.0,1595946600
174,776896.0,1595950200
175,773944.0,1595953800
176,769864.0,1595957400
177,763864.0,1595961000
178,758071.0,1595964600
179,754658.0,1595968200
180,752826.0,1595971800
181,750727.0,1595975400
182,752273.0,1595979000
183,755969.0,1595982600
184,768404.0,1595986200
185,771779.0,1595989800
186,765574.0,1595993400
187,764663.0,1595997000
188,769330.0,1596000600
189,775500.0,1596004200
190,775943.0,1596007800
191,772967.0,1596011400
192,774251.0,1596015000
193,775135.0,1596018600
194,780788.0,1596022200
195,782436.0,1596025800
196,781864.0,1596029400
197,782003.0,1596033000
198,781120.0,1596036600
199,778493.0,1596040200
200,757874.0,1596054600
201,186112.0,1596058200
202,288193.0,1596069000
203,1068235.0,1596072600
204,775757.0,1596076200
205,769658.0,1596079800
206,766904.0,1596083400
207,771657.0,1596087000
208,779429.0,1596090600
209,780760.0,1596094200
210,777707.0,1596097800
211,779146.0,1596101400
212,780284.0,1596105000
213,784839.0,1596108600
214,786448.0,1596112200
215,787375.0,1596115800
216,787159.0,1596119400
217,785127.0,1596123000
218,782953.0,1596126600
219,777494.0,1596130200
220,771599.0,1596133800
221,765807.0,1596137400
222,763163.0,1596141000
223,761139.0,1596144600
224,759130.0,1596148200
225,760794.0,1596151800
226,765712.0,1596155400
227,778460.0,1596159000
228,780524.0,1596162600
229,676685.0,1596166200
230,775272.0,1596169800
231,687934.0,1596173400
232,786085.0,1596177000
233,786395.0,1596180600
234,785041.0,1596184200
235,786380.0,1596187800
236,787457.0,1596191400
237,794009.0,1596195000
238,797427.0,1596198600
239,797935.0,1596202200
240,798334.0,1596205800
241,795457.0,1596209400
242,793385.0,1596213000
243,789835.0,1596216600
244,784693.0,1596220200
245,777629.0,1596223800
246,772728.0,1596227400
247,771344.0,1596231000
248,769659.0,1596234600
249,771073.0,1596238200
250,772385.0,1596241800
251,779117.0,1596245400
252,785173.0,1596249000
253,799565.0,1596252600
254,807765.0,1596256200
255,817381.0,1596259800
256,822462.0,1596263400
257,826364.0,1596267000
258,828739.0,1596270600
259,829530.0,1596274200
260,829405.0,1596277800
261,829338.0,1596281400
262,826775.0,1596285000
263,822817.0,1596288600
264,818388.0,1596292200
265,814597.0,1596295800
266,809203.0,1596299400
267,800658.0,1596303000
268,797068.0,1596306600
269,791457.0,1596310200
270,786941.0,1596313800
271,783952.0,1596317400
272,783601.0,1596321000
273,783866.0,1596324600
274,785286.0,1596328200
275,791614.0,1596331800
276,796433.0,1596335400
277,811307.0,1596339000
278,821569.0,1596342600
279,830802.0,1596346200
280,834526.0,1596349800
281,837978.0,1596353400
282,839486.0,1596357000
283,840230.0,1596360600
284,839042.0,1596364200
285,836337.0,1596367800
286,831641.0,1596371400
287,825890.0,1596375000
288,820510.0,1596378600
289,815954.0,1596382200
290,809935.0,1596385800
291,803407.0,1596389400
292,797060.0,1596393000
293,790677.0,1596396600
294,786969.0,1596400200
295,793407.0,1596403800
296,786746.0,1596407400
297,790911.0,1596411000
298,788788.0,1596414600
299,804561.0,1596418200
300,808091.0,1596421800
301,802602.0,1596425400
302,803085.0,1596429000
303,806214.0,1596432600
304,812910.0,1596436200
305,814015.0,1596439800
306,811019.0,1596443400
307,812610.0,1596447000
308,812492.0,1596450600
309,820065.0,1596454200
310,821605.0,1596457800
311,822050.0,1596461400
312,822204.0,1596465000
313,819746.0,1596468600
314,817295.0,1596472200
315,811444.0,1596475800
316,799905.0,1596479400
317,797508.0,1596483000
318,795189.0,1596486600
319,793155.0,1596490200
320,791797.0,1596493800
321,793515.0,1596497400
322,798973.0,1596501000
323,811737.0,1596504600
324,815068.0,1596508200
325,810105.0,1596511800
326,809516.0,1596515400
327,815156.0,1596519000
328,819950.0,1596522600
329,821034.0,1596526200
330,819162.0,1596529800
331,819762.0,1596533400
332,820173.0,1596537000
333,826286.0,1596540600
334,828901.0,1596544200
335,829244.0,1596547800
336,828301.0,1596551400
337,826776.0,1596555000
338,822989.0,1596558600
339,817795.0,1596562200
340,810649.0,1596565800
341,799650.0,1596569400
342,801868.0,1596573000
343,800693.0,1596576600
344,799091.0,1596580200
345,800182.0,1596583800
346,800854.0,1596587400
347,814577.0,1596591000
348,819356.0,1596594600
349,815850.0,1596598200
350,816964.0,1596601800
351,822234.0,1596605400
352,827319.0,1596609000
353,827720.0,1596612600
354,824816.0,1596616200
355,826096.0,1596619800
356,826090.0,1596623400
357,833027.0,1596627000
358,834904.0,1596630600
359,834480.0,1596634200
360,832200.0,1596637800
361,830208.0,1596641400
362,826541.0,1596645000
363,821355.0,1596648600
364,814996.0,1596652200
365,803579.0,1596655800
366,805914.0,1596659400
367,805785.0,1596663000
368,803008.0,1596666600
369,804382.0,1596670200
370,803692.0,1596673800
371,819193.0,1596677400
372,823952.0,1596681000
373,820804.0,1596684600
374,820831.0,1596688200
375,824971.0,1596691800
