,value,timestamp
0,99.8436,1595323800
1,99.8432,1595327400
2,99.8417,1595331000
3,99.8389,1595334600
4,99.8334,1595338200
5,99.8424,1595341800
6,99.8548,1595345400
7,99.8681,1595349000
8,99.8877,1595352600
9,99.9065,1595356200
10,99.8807,1595359800
11,99.8852,1595363400
12,99.9062,1595367000
13,99.9241,1595370600
14,99.9174,1595374200
15,99.8984,1595377800
16,99.87299999999999,1595381400
17,99.8521,1595385000
18,99.8473,1595388600
19,99.846,1595392200
20,99.8377,1595395800
21,99.8181,1595399400
22,99.8374,1595403000
23,99.8381,1595406600
24,99.8408,1595410200
25,99.8401,1595413800
26,99.8424,1595417400
27,99.8345,1595421000
28,99.8305,1595424600
29,99.8298,1595428200
30,99.8445,1595431800
31,99.854,1595435400
32,99.8774,1595439000
33,99.8955,1595442600
34,99.9071,1595446200
35,99.9173,1595449800
36,99.9224,1595453400
37,99.9251,1595457000
38,99.9177,1595460600
39,99.9116,1595464200
40,99.8988,1595467800
41,99.8864,1595471400
42,99.8738,1595475000
43,99.8625,1595478600
44,99.8548,1595482200
45,99.8519,1595485800
46,99.8471,1595489400
47,99.8489,1595493000
48,99.8443,1595496600
49,99.8463,1595500200
50,99.8448,1595503800
51,99.8424,1595507400
52,99.8536,1595511000
53,99.8511,1595514600
54,99.8665,1595518200
55,99.8716,1595521800
56,99.8784,1595525400
57,99.8858,1595529000
58,99.9106,1595532600
59,99.9208,1595536200
60,99.9275,1595539800
61,99.9196,1595543400
62,99.9236,1595547000
63,99.9157,1595550600
64,99.9015,1595554200
65,99.8879,1595557800
66,99.8738,1595561400
67,99.8631,1595565000
68,99.8501,1595568600
69,99.8444,1595572200
70,99.8483,1595575800
71,99.8474,1595579400
72,99.8439,1595583000
73,99.8471,1595586600
74,99.8433,1595590200
75,99.8384,1595593800
76,99.8444,1595597400
77,99.8461,1595601000
78,99.8562,1595604600
79,99.8675,1595608200
80,99.8855,1595611800
81,99.90299999999999,1595615400
82,99.9169,1595619000
83,99.9211,1595622600
84,99.9238,1595626200
85,99.9283,1595629800
86,99.9265,1595633400
87,99.90899999999999,1595637000
88,99.8978,1595640600
89,99.881,1595644200
90,99.8696,1595647800
91,99.8527,1595651400
92,99.848,1595655000
93,99.8402,1595658600
94,99.8441,1595662200
95,99.8461,1595665800
96,99.845,1595669400
97,99.8406,1595673000
98,99.84100000000001,1595676600
99,99.84299999999999,1595680200
100,99.8414,1595683800
101,99.8445,1595687400
102,99.8561,1595691000
103,99.8684,1595694600
104,99.8824,1595698200
105,99.8946,1595701800
106,99.9142,1595705400
107,99.9218,1595709000
108,99.9226,1595712600
109,99.931,1595716200
110,99.9205,1595719800
111,99.9174,1595723400
112,99.9098,1595727000
113,99.8948,1595730600
114,99.88,1595734200
115,99.863,1595737800
116,99.8526,1595741400
117,99.8438,1595745000
118,99.8449,1595748600
119,99.8449,1595752200
120,99.8436,1595755800
121,99.8441,1595759400
122,99.8515,1595763000
123,99.8452,1595766600
124,99.8446,1595770200
125,99.8525,1595773800
126,99.8679,1595777400
127,99.8808,1595781000
128,99.895,1595784600
129,99.912,1595788200
130,99.9266,1595791800
131,99.9292,1595795400
132,99.9345,1595799000
133,99.9357,1595802600
134,99.9291,1595806200
135,99.9031,1595809800
136,99.8722,1595813400
137,99.8494,1595817000
138,99.8495,1595820600
139,99.8476,1595824200
140,99.8423,1595827800
141,99.8211,1595831400
142,99.8425,1595835000
143,99.8401,1595838600
144,99.8416,1595842200
145,99.8395,1595845800
146,99.8424,1595849400
147,99.8391,1595853000
148,99.8388,1595856600
149,99.8442,1595860200
150,99.8574,1595863800
151,99.868,1595867400
152,99.887,1595871000
153,99.9079,1595874600
154,99.9219,1595878200
155,99.92399999999999,1595881800
156,99.926,1595885400
157,99.928,1595889000
158,99.9215,1595892600
159,99.898,1595896200
160,99.8699,1595899800
161,99.8489,1595903400
162,99.844,1595907000
163,99.8377,1595910600
164,99.834,1595914200
165,99.8205,1595917800
166,99.8382,1595921400
167,99.8414,1595925000
168,99.846,1595928600
169,99.8457,1595932200
170,99.8449,1595935800
171,99.8366,1595939400
172,99.834,1595943000
173,99.84,1595946600
174,99.8521,1595950200
175,99.8632,1595953800
176,99.8797,1595957400
177,99.8955,1595961000
178,99.9111,1595964600
179,99.9183,1595968200
180,99.9262,1595971800
181,99.9257,1595975400
182,99.9233,1595979000
183,99.8985,1595982600
184,99.8698,1595986200
185,99.8527,1595989800
186,99.8496,1595993400
187,99.8378,1595997000
188,99.8396,1596000600
189,99.8204,1596004200
190,99.8409,1596007800
191,99.8416,1596011400
192,99.8475,1596015000
193,99.8494,1596018600
194,99.8476,1596022200
195,99.844,1596025800
196,99.84299999999999,1596029400
197,99.8466,1596033000
198,99.8605,1596036600
199,99.8749,1596040200
200,99.891,1596043800
201,99.9039,1596047400
202,99.9198,1596051000
203,99.9283,1596054600
204,99.9292,1596058200
205,99.9325,1596061800
206,99.9205,1596065400
207,99.9,1596069000
208,99.8772,1596072600
209,99.8553,1596076200
210,99.85,1596079800
211,99.8475,1596083400
212,99.8387,1596087000
213,99.8212,1596090600
214,99.84200000000001,1596094200
215,99.8451,1596097800
216,99.84700000000001,1596101400
217,99.84299999999999,1596105000
218,99.8454,1596108600
219,99.84200000000001,1596112200
220,99.8404,1596115800
221,99.8469,1596119400
222,99.8581,1596123000
223,99.8754,1596126600
224,99.8864,1596130200
225,99.9099,1596133800
226,99.9209,1596137400
227,99.9295,1596141000
228,99.928,1596144600
229,99.9345,1596148200
230,99.9205,1596151800
231,99.9016,1596155400
232,99.8757,1596159000
233,99.852,1596162600
234,99.8519,1596166200
235,99.8504,1596169800
236,99.8461,1596173400
237,99.8206,1596177000
238,99.8379,1596180600
239,99.8398,1596184200
240,99.8429,1596187800
241,99.8483,1596191400
242,99.8483,1596195000
243,99.8441,1596198600
244,99.8409,1596202200
245,99.8356,1596205800
246,99.8456,1596209400
247,99.8571,1596213000
248,99.8726,1596216600
249,99.8866,1596220200
250,99.9052,1596223800
251,99.9124,1596227400
252,99.9198,1596231000
253,99.9241,1596234600
254,99.914,1596238200
255,99.9093,1596241800
256,99.8991,1596245400
257,99.874,1596249000
258,99.868,1596252600
259,99.8519,1596256200
260,99.851,1596259800
261,99.8464,1596263400
262,99.8516,1596267000
263,99.8473,1596270600
264,99.8485,1596274200
